timestamp,pose_id,q0,qx,qy,qz,tx,ty,tz,error,x,y,z,u,v,w
1773191363.0737216,1,0.4818749725818634,0.5350318551063538,-0.6388845443725586,0.2708578407764435,-63.96007537841797,-314.3893737792969,-1741.0953369140625,0.31490325927734375,449.99506,-400.02066,350.02286,104.98796,-69.993546,50.013386
1773191363.0877118,1,0.4819134473800659,0.5351061820983887,-0.6388195157051086,0.27079588174819946,-63.95750427246094,-314.38690185546875,-1741.1014404296875,0.32095441222190857,449.99506,-400.02066,350.023,104.987915,-69.99354,50.013424
1773191363.1056292,1,0.4818679094314575,0.5350141525268555,-0.6388727426528931,0.27093327045440674,-63.95991134643555,-314.382080078125,-1741.1192626953125,0.322937548160553,449.99518,-400.02063,350.0231,104.98787,-69.99357,50.01346
1773191363.1372857,1,0.48182615637779236,0.5350214838981628,-0.6389061212539673,0.2709142565727234,-63.9622802734375,-314.3832092285156,-1741.1024169921875,0.327852338552475,449.99527,-400.02057,350.02313,104.98788,-69.9936,50.013435
1773191363.149739,1,0.4817454218864441,0.5350422263145447,-0.6389583349227905,0.27089372277259827,-63.96694564819336,-314.381103515625,-1741.0904541015625,0.32887032628059387,449.99527,-400.0206,350.02313,104.987885,-69.993614,50.013424
1773191363.1652737,1,0.4819513261318207,0.5350784659385681,-0.6387866139411926,0.2708607316017151,-63.968421936035156,-314.3755798339844,-1741.1002197265625,0.3289991319179535,449.9953,-400.02066,350.0232,104.98788,-69.993645,50.01341
1773191363.177467,1,0.48190295696258545,0.5351033806800842,-0.6388198137283325,0.27081942558288574,-63.96914291381836,-314.3809814453125,-1741.09814453125,0.3200834393501282,449.99527,-400.02063,350.02313,104.98789,-69.993645,50.01339
1773191363.191559,1,0.4818216562271118,0.5350015759468079,-0.638919472694397,0.27093008160591125,-63.974002838134766,-314.3837890625,-1741.10009765625,0.3176988363265991,449.9953,-400.02066,350.02335,104.987816,-69.993675,50.013443
1773191363.207378,1,0.4819571375846863,0.5350924134254456,-0.6387990117073059,0.2707936763763428,-63.964622497558594,-314.385009765625,-1741.11328125,0.31909510493278503,449.9954,-400.02057,350.02338,104.98779,-69.99369,50.01348
1773191363.2199638,1,0.48200690746307373,0.5350208878517151,-0.6387777924537659,0.2708965837955475,-63.96682357788086,-314.3819580078125,-1741.1280517578125,0.31834256649017334,449.99542,-400.02063,350.02356,104.98774,-69.993706,50.013508
1773191373.6761582,2,0.6096461415290833,0.3501388728618622,-0.6213114857673645,0.34598612785339355,-118.44747161865234,-277.3779296875,-1602.0802001953125,0.15908578038215637,600.0575,-349.99902,399.9819,94.99977,-59.99776,85.00761
1773191373.6902456,2,0.6095811724662781,0.3499870002269745,-0.621365487575531,0.3461571931838989,-118.4482192993164,-277.3794860839844,-1602.090087890625,0.16202375292778015,600.05695,-349.99982,399.982,94.99977,-59.997753,85.007515
1773191373.704066,2,0.6097081303596497,0.3501691222190857,-0.6212412118911743,0.34597247838974,-118.45111083984375,-277.37969970703125,-1602.08251953125,0.16053317487239838,600.05634,-350.0009,399.98187,94.99981,-59.997772,85.00735
1773191373.7168949,2,0.6095685958862305,0.350057452917099,-0.6213902235031128,0.3460637331008911,-118.451904296875,-277.38812255859375,-1602.0894775390625,0.15796905755996704,600.0556,-350.00183,399.98206,94.999794,-59.99777,85.007256
1773191373.7302892,2,0.609607994556427,0.3500128984451294,-0.621346652507782,0.3461177349090576,-118.44959259033203,-277.3930969238281,-1602.09375,0.15734106302261353,600.05505,-350.0026,399.9822,94.99977,-59.997746,85.007164
1773191373.7446027,2,0.6095296144485474,0.3499964773654938,-0.621414840221405,0.34614992141723633,-118.44877624511719,-277.4007263183594,-1602.0880126953125,0.1600065976381302,600.0544,-350.0036,399.98215,94.999794,-59.997776,85.00702
1773191373.7601168,2,0.6096047163009644,0.35001224279403687,-0.6213449835777283,0.3461270332336426,-118.45283508300781,-277.40252685546875,-1602.083740234375,0.15745604038238525,600.05383,-350.00452,399.9822,94.99978,-59.997784,85.00691
1773191373.7748065,2,0.6096175909042358,0.3500170111656189,-0.6213282346725464,0.3461295962333679,-118.44867706298828,-277.40301513671875,-1602.089599609375,0.15813042223453522,600.05316,-350.0053,399.98218,94.999794,-59.997776,85.00679
1773191373.7865703,2,0.609554648399353,0.35006460547447205,-0.6213903427124023,0.3460808992385864,-118.45137023925781,-277.4046936035156,-1602.089599609375,0.15884442627429962,600.0525,-350.0063,399.9824,94.99977,-59.997765,85.006676
1773191373.8020828,2,0.6095772385597229,0.34994956851005554,-0.6213504076004028,0.3462289571762085,-118.45121765136719,-277.4063415527344,-1602.097412109375,0.16102881729602814,600.0521,-350.00687,399.9824,94.999794,-59.997787,85.00657
1773191387.0888038,3,0.8004001975059509,0.026270020753145218,-0.4725213050842285,0.3679579794406891,-226.2344970703125,-58.490943908691406,-1564.826416015625,0.19269044697284698,650.0302,-100.01072,500.11136,114.98572,-39.993046,110.00939
1773191387.112276,3,0.8003844022750854,0.02617364376783371,-0.4724748432636261,0.3680587708950043,-226.2352294921875,-58.49376678466797,-1564.8345947265625,0.19668611884117126,650.0301,-100.010376,500.11072,114.98581,-39.993027,110.009384
1773191387.1337688,3,0.8004239797592163,0.026286376640200615,-0.4725061357021332,0.3679244816303253,-226.2354278564453,-58.49087905883789,-1564.819580078125,0.19205868244171143,650.02997,-100.01011,500.11035,114.98587,-39.993046,110.00937
1773191387.1484408,3,0.8003222346305847,0.026153773069381714,-0.4725596010684967,0.36808663606643677,-226.23733520507812,-58.49357604980469,-1564.8255615234375,0.19168411195278168,650.02985,-100.01001,500.11005,114.98592,-39.993042,110.009346
1773191387.1626985,3,0.8004521727561951,0.026342034339904785,-0.4724922478199005,0.3678770959377289,-226.24075317382812,-58.49261474609375,-1564.8250732421875,0.19537723064422607,650.02985,-100.00973,500.10977,114.98597,-39.993076,110.00934
1773191387.1778626,3,0.8003067970275879,0.026231659576296806,-0.4726410210132599,0.36801010370254517,-226.2314453125,-58.5003662109375,-1564.8143310546875,0.19263222813606262,650.0297,-100.0096,500.1095,114.98601,-39.993073,110.00933
